playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Dunk_18-23 Long Jumper,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_09-12 Short Range,PPS_Layup_13-17 Mid Range,PPS_Layup_18-23 Long Jumper,PPS_Layup_24-27 Three,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Dunk_18-23 Long Jumper,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_09-12 Short Range,Points_Layup_13-17 Mid Range,Points_Layup_18-23 Long Jumper,Points_Layup_24-27 Three,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range
Quentin Richardson,1.5172413793103448,2.0,1.8918918918918919,0.0,0.0,0.0,0.6486486486486487,0.35714285714285715,0.6,0.7544910179640718,1.1005917159763312,0.8,0.0,0.0,0.7969924812030075,1.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,1.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2.0,70.0,0.0,0.0,0.0,24.0,10.0,24.0,126.0,558.0,12.0,0.0,0.0,106.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
Raja Bell,1.5294117647058822,0.0,1.6,0.0,0.0,0.0,0.6923076923076923,0.7407407407407407,0.9174311926605505,0.9064327485380117,1.2786885245901638,0.0,0.0,0.0,0.9836065573770492,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,8.0,0.0,0.0,0.0,18.0,20.0,100.0,310.0,78.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Rashard Lewis,1.7872340425531914,2.0,2.0,0.0,0.0,0.0,0.6825396825396826,0.9318181818181818,0.8,0.8762886597938144,1.1495327102803738,0.0,0.0,0.0,0.92,1.0,0.0,0.0,0.0,0.0,0.0,1.0909090909090908,1.4736842105263157,1.7142857142857142,0.0,0.0,0.0,0.0,1.2941176470588236,0.0,0.0,0.0,0.0,0.0,0.0,84.0,2.0,50.0,0.0,0.0,0.0,86.0,82.0,92.0,170.0,369.0,0.0,0.0,0.0,92.0,4.0,0.0,0.0,0.0,0.0,0.0,72.0,28.0,12.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
Rasual Butler,0.6666666666666666,0.0,2.0,0.0,0.0,0.0,0.2222222222222222,0.6956521739130435,0.8974358974358975,0.725925925925926,1.1052631578947367,0.0,0.0,0.0,0.8695652173913043,2.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,16.0,0.0,0.0,0.0,2.0,16.0,70.0,98.0,126.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ray Allen,1.7383177570093458,0.6666666666666666,1.6470588235294117,0.0,0.0,2.0,0.6902654867256637,0.735632183908046,0.792156862745098,0.8368794326241135,1.1659090909090908,0.0,0.0,0.0,0.7605633802816901,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,1.7142857142857142,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.0,0.0,0.0,186.0,2.0,28.0,0.0,0.0,6.0,78.0,64.0,202.0,236.0,513.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,12.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0
Reggie Evans,1.9,0.0,1.7647058823529411,0.0,0.0,2.0,0.42857142857142855,0.3076923076923077,0.25,0.0,0.0,0.0,0.0,0.0,0.9056603773584906,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,38.0,0.0,30.0,0.0,0.0,2.0,12.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,144.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0
Richard Hamilton,1.8082191780821917,2.0,1.8823529411764706,0.0,0.0,0.0,0.8979591836734694,0.8299319727891157,0.7528735632183908,0.7724867724867724,0.7619047619047619,0.0,0.0,0.0,0.90625,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.5555555555555556,1.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,132.0,4.0,32.0,0.0,0.0,0.0,88.0,122.0,262.0,146.0,48.0,0.0,0.0,0.0,174.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Richard Jefferson,1.3703703703703705,0.0,1.76,0.0,0.0,2.0,0.8571428571428571,0.6956521739130435,0.95,0.6820809248554913,1.0,0.0,0.0,0.0,0.5538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.8333333333333334,2.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,2.0,0.0,0.0,74.0,0.0,44.0,0.0,0.0,2.0,36.0,16.0,76.0,118.0,57.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,10.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0
Royal Ivey,1.4285714285714286,0.0,2.0,0.0,0.0,0.0,0.75,0.6,0.6808510638297872,0.896551724137931,1.2000000000000002,0.0,0.0,0.0,1.0212765957446808,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,0.0,0.0,0.0,30.0,6.0,32.0,26.0,6.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samuel Dalembert,2.0,0.0,1.92,0.0,0.0,0.0,0.36,0.6538461538461539,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,0.0,0.9719626168224299,0.0,0.0,0.0,0.0,0.0,1.2,1.0625,1.0666666666666667,1.1428571428571428,0.0,0.0,0.0,0.0,1.836734693877551,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,10.0,0.0,144.0,0.0,0.0,0.0,18.0,34.0,28.0,4.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,6.0,34.0,16.0,8.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,4.0,0.0,0.0
Sasha Pavlovic,1.7333333333333334,0.0,1.8,0.0,0.0,0.0,0.8571428571428571,0.5,0.75,0.7291666666666666,1.2439024390243902,0.0,0.0,0.0,0.8333333333333334,2.0,0.0,0.0,0.0,0.0,0.0,1.5,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,26.0,0.0,18.0,0.0,0.0,0.0,6.0,6.0,24.0,70.0,51.0,0.0,0.0,0.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0
Sasha Vujacic,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6451612903225806,0.7659574468085106,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,36.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastian Telfair,1.2173913043478262,0.0,0.0,0.0,0.0,0.0,0.5,0.9,0.6835443037974683,0.8099173553719008,0.675,0.0,0.0,0.0,0.9019607843137255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,20.0,18.0,54.0,98.0,27.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane Battier,1.0714285714285714,0.0,1.7647058823529411,0.0,0.0,2.0,0.8771929824561403,0.7647058823529411,0.4,0.7931034482758621,1.2289156626506024,3.0,0.0,0.0,1.0063694267515924,1.0,0.0,0.0,0.0,0.0,2.0,0.8421052631578947,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.1851851851851851,0.0,0.0,0.0,2.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,2.0,50.0,26.0,24.0,92.0,102.0,3.0,0.0,0.0,158.0,4.0,0.0,0.0,0.0,0.0,2.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2.0,0.0,0.0
Shaquille ONeal,1.52,0.0,1.9230769230769231,0.0,0.0,0.0,0.7058823529411765,0.4888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1.6,1.0,0.711864406779661,2.0,0.0,0.0,0.0,0.0,1.320754716981132,2.0,0.0,0.0,0.6666666666666666,2.0,0.0,38.0,0.0,450.0,0.0,0.0,0.0,96.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,8.0,222.0,42.0,2.0,0.0,0.0,0.0,0.0,70.0,2.0,0.0,0.0,2.0,2.0,0.0
Shaun Livingston,1.6,0.0,1.5,0.0,0.0,0.0,0.4444444444444444,1.0714285714285714,0.56,1.0714285714285714,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,6.0,0.0,0.0,0.0,12.0,30.0,28.0,30.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Shawn Marion,1.6875,0.0,1.8487394957983194,0.0,0.0,0.0,0.8598130841121495,0.7559055118110236,0.8022598870056498,0.6961325966850829,0.9864864864864866,0.0,0.0,0.0,1.036697247706422,0.0,0.0,0.0,0.0,0.0,2.0,1.1428571428571428,1.0909090909090908,2.0,0.0,0.0,0.0,0.0,1.2328767123287672,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,220.0,0.0,0.0,0.0,92.0,96.0,142.0,126.0,219.0,0.0,0.0,0.0,226.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,12.0,4.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen Jackson,1.813953488372093,2.0,1.7333333333333334,0.0,0.0,0.0,0.5454545454545454,0.4864864864864865,0.46808510638297873,0.7934782608695652,1.0588235294117647,0.0,0.0,0.0,0.828125,1.0,0.0,0.0,0.0,0.0,0.0,1.2307692307692308,1.1111111111111112,1.5384615384615385,1.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,2.0,0.0,0.0,78.0,6.0,26.0,0.0,0.0,0.0,30.0,18.0,44.0,146.0,216.0,0.0,0.0,0.0,106.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,20.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
Steve Blake,0.8571428571428571,2.0,0.0,0.0,0.0,0.0,0.2222222222222222,1.0,0.19047619047619047,0.6197183098591549,1.3220338983050848,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,44.0,78.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Nash,1.8028169014084507,0.0,0.0,0.0,0.0,2.0,0.851063829787234,0.8985507246376812,1.0196078431372548,0.9798657718120806,1.3125,0.0,0.0,0.0,0.7578947368421053,1.0,0.0,0.0,0.0,0.0,2.0,1.5555555555555556,1.0,1.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,2.0,40.0,62.0,208.0,146.0,252.0,0.0,0.0,0.0,72.0,2.0,0.0,0.0,0.0,0.0,2.0,14.0,6.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Tayshaun Prince,1.8596491228070176,2.0,1.9090909090909092,0.0,0.0,1.3333333333333333,0.8055555555555556,0.9302325581395349,0.7919463087248322,0.7578947368421053,0.9078947368421053,0.0,0.0,0.0,0.927710843373494,1.0,0.0,0.0,0.0,0.0,2.0,0.9333333333333333,1.1111111111111112,0.8,0.0,0.0,0.0,0.0,1.3928571428571428,0.0,0.0,0.0,0.0,0.0,0.0,106.0,2.0,84.0,0.0,0.0,4.0,58.0,40.0,118.0,144.0,69.0,0.0,0.0,0.0,154.0,2.0,0.0,0.0,0.0,0.0,2.0,56.0,40.0,4.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
Theo Ratliff,1.0,0.0,1.6756756756756757,0.0,0.0,0.0,0.5555555555555556,0.21052631578947367,0.8095238095238095,0.8,0.0,0.0,0.0,0.0,0.9166666666666666,1.0,0.0,0.0,0.0,0.0,0.0,1.2,0.6,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,62.0,0.0,0.0,0.0,20.0,4.0,34.0,8.0,0.0,0.0,0.0,0.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Duncan,1.4285714285714286,0.6666666666666666,1.8431372549019607,2.0,0.0,2.0,0.8202247191011236,0.693069306930693,0.8432432432432433,0.9647058823529412,0.8571428571428571,0.0,0.0,0.0,1.1910112359550562,1.0666666666666667,0.0,0.0,0.0,0.0,1.2,0.9482758620689655,0.8205128205128205,1.1111111111111112,0.0,0.0,0.0,0.0,1.2857142857142858,0.0,0.0,0.0,1.7142857142857142,1.0,0.0,40.0,2.0,94.0,2.0,0.0,2.0,146.0,70.0,156.0,82.0,6.0,0.0,0.0,0.0,212.0,16.0,0.0,0.0,0.0,0.0,6.0,110.0,32.0,10.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,12.0,2.0,0.0
Tony Allen,1.6666666666666667,0.0,2.0,0.0,0.0,0.0,0.21052631578947367,0.8,0.9,0.8169014084507042,1.25,0.0,0.0,0.0,0.8732394366197183,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,2.0,0.0,0.0,50.0,0.0,72.0,0.0,0.0,0.0,8.0,8.0,18.0,58.0,15.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0
Tony Battie,0.0,0.0,1.878787878787879,0.0,0.0,0.0,0.5925925925925926,1.0,0.6956521739130435,0.8333333333333334,0.0,0.0,0.0,0.0,0.6521739130434783,1.0,0.0,0.0,0.0,0.0,2.0,1.0434782608695652,0.8,2.0,0.0,0.0,0.0,0.0,1.411764705882353,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,16.0,40.0,64.0,40.0,0.0,0.0,0.0,0.0,30.0,2.0,0.0,0.0,0.0,0.0,2.0,24.0,12.0,8.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,2.0,0.0,0.0
Tony Parker,1.6571428571428573,0.8,2.0,0.0,0.0,1.0,0.8588957055214724,0.7111111111111111,0.6666666666666666,0.8103448275862069,0.78,0.0,0.0,0.0,1.1134751773049645,1.1,0.0,0.0,0.0,0.0,0.0,0.8,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,232.0,8.0,2.0,0.0,0.0,2.0,140.0,32.0,62.0,188.0,78.0,0.0,0.0,0.0,314.0,22.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0
Tracy McGrady,1.4344827586206896,1.3333333333333333,1.6551724137931034,0.0,0.0,0.0,0.5789473684210527,0.8461538461538461,0.75,0.8989247311827957,1.0,0.75,0.0,0.0,0.7784431137724551,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.1666666666666667,0.8372093023255814,0.9523809523809523,3.0,0.0,0.0,1.4814814814814814,0.0,0.0,0.0,0.4,1.0,0.0,208.0,4.0,48.0,0.0,0.0,0.0,44.0,44.0,144.0,418.0,381.0,12.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,36.0,20.0,3.0,0.0,0.0,40.0,0.0,0.0,0.0,2.0,2.0,0.0
Travis Outlaw,1.7333333333333334,0.0,1.6774193548387097,0.0,0.0,0.0,0.72,0.9230769230769231,0.7368421052631579,0.8461538461538461,0.8571428571428571,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,52.0,0.0,0.0,0.0,18.0,24.0,42.0,44.0,6.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
