playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Drive_24-27 Three,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_47-94 Backcourt,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Post_47-94 Backcourt,PPS_Pullup_00-02 At Rim,PPS_Pullup_03-08 Near Rim,PPS_Pullup_09-12 Short Range,PPS_Pullup_13-17 Mid Range,PPS_Pullup_18-23 Long Jumper,PPS_Pullup_24-27 Three,PPS_Pullup_28-34 Deep,PPS_Pullup_35-46 Near Half,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,PPS_invalid_24-27 Three,PPS_invalid_28-34 Deep,PPS_invalid_35-46 Near Half,PPS_invalid_47-94 Backcourt,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Drive_24-27 Three,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_47-94 Backcourt,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Post_47-94 Backcourt,Points_Pullup_00-02 At Rim,Points_Pullup_03-08 Near Rim,Points_Pullup_09-12 Short Range,Points_Pullup_13-17 Mid Range,Points_Pullup_18-23 Long Jumper,Points_Pullup_24-27 Three,Points_Pullup_28-34 Deep,Points_Pullup_35-46 Near Half,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper,Points_invalid_24-27 Three,Points_invalid_28-34 Deep,Points_invalid_35-46 Near Half,Points_invalid_47-94 Backcourt
Devin Harris,1.2289156626506024,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.7555555555555555,0.47368421052631576,0.9052631578947369,0.7096774193548387,1.0612244897959184,0.0,0.0,0.0,0.7816091954022989,0.6666666666666666,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.1111111111111112,0.6666666666666666,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,204.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,18.0,86.0,66.0,156.0,0.0,0.0,0.0,68.0,8.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Dexter Pittman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dirk Nowitzki,1.509433962264151,0.8571428571428571,2.0,2.0,0.0,2.0,0.0,0.0,0.8070175438596491,0.9230769230769231,1.0287539936102237,1.0294117647058822,1.0909090909090908,0.0,0.0,0.0,1.2592592592592593,1.5,0.0,2.0,1.027027027027027,1.0,1.0344827586206897,1.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.5,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.6,0.0,0.0,0.0,0.0,0.0,80.0,12.0,2.0,2.0,0.0,10.0,0.0,0.0,46.0,96.0,322.0,280.0,132.0,0.0,0.0,0.0,102.0,6.0,0.0,2.0,38.0,52.0,30.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,2.0,3.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0
Dominic McGuire,1.6666666666666667,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.15384615384615385,0.2857142857142857,0.38461538461538464,0.6808510638297872,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,2.0,10.0,32.0,0.0,0.0,0.0,0.0,28.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominique Jones,0.8,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donte Greene,1.8,2.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.5,0.23529411764705882,0.4375,0.725,0.7850467289719625,3.0,0.0,0.0,1.2592592592592593,0.8,0.0,0.0,1.4285714285714286,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.4838709677419355,0.8,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,0.0,0.0,0.0,30.0,0.0,0.0,16.0,4.0,14.0,58.0,84.0,3.0,0.0,0.0,34.0,4.0,0.0,0.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,46.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dorell Wright,1.6119402985074627,1.2857142857142858,2.0,0.0,0.0,1.9565217391304348,0.0,0.5,0.4507042253521127,0.55,0.449438202247191,0.6347826086956522,1.036697247706422,0.6666666666666666,0.0,0.0,0.8131868131868132,0.8,0.0,1.0,1.0909090909090908,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.625,1.4166666666666667,2.25,0.0,0.0,1.4210526315789473,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,18.0,2.0,0.0,0.0,90.0,0.0,2.0,32.0,22.0,40.0,146.0,339.0,6.0,0.0,0.0,74.0,4.0,0.0,2.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,34.0,72.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Drew Gooden,1.5,1.6,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.45454545454545453,0.56,0.7301587301587301,0.9306930693069307,0.6923076923076923,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.6,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,14.0,46.0,94.0,9.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwight Howard,1.3125,2.0,0.0,0.0,0.0,1.9242424242424243,2.0,0.0,0.4948453608247423,0.8823529411764706,0.676056338028169,2.0,0.0,0.0,0.0,0.0,1.198019801980198,1.3333333333333333,0.0,0.8888888888888888,1.0,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6338028169014085,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,42.0,6.0,0.0,0.0,0.0,254.0,14.0,0.0,48.0,30.0,48.0,8.0,0.0,0.0,0.0,0.0,242.0,20.0,0.0,8.0,252.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Dwyane Wade,1.497797356828194,1.1904761904761905,0.0,0.0,0.0,1.7627118644067796,1.0,0.0,0.8129032258064516,0.7352941176470589,0.6713286713286714,0.7282608695652174,0.9593023255813954,0.0,0.0,0.0,1.0568181818181819,1.1578947368421053,0.0,0.0,1.1578947368421053,1.1,1.0434782608695652,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.7142857142857142,2.0,2.0,0.0,0.0,0.0,0.0,0.0,340.0,50.0,0.0,0.0,0.0,104.0,2.0,0.0,126.0,50.0,96.0,134.0,165.0,0.0,0.0,0.0,186.0,22.0,0.0,0.0,22.0,22.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
Earl Barron,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.4444444444444444,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.3333333333333333,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,18.0,8.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Earl Boykins,1.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,0.8,0.7948717948717948,0.9491525423728814,1.0555555555555556,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.25,0.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,36.0,62.0,56.0,57.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,20.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Earl Clark,1.2222222222222223,0.0,0.0,0.0,0.0,1.8181818181818181,2.0,2.0,0.14285714285714285,0.5714285714285714,0.631578947368421,0.6190476190476191,0.0,0.0,0.0,0.0,0.9565217391304348,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,20.0,2.0,2.0,2.0,4.0,12.0,26.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Earl Watson,1.4782608695652173,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5294117647058824,0.36363636363636365,0.8333333333333334,0.6785714285714286,1.1447368421052633,0.5,0.0,0.0,0.9767441860465116,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,1.5,0.0,0.0,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,18.0,4.0,20.0,38.0,87.0,3.0,0.0,0.0,42.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,3.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Ed Davis,0.5714285714285714,2.0,0.0,0.0,0.0,1.803921568627451,0.0,1.0,1.0,0.6666666666666666,0.8636363636363636,0.0,0.0,0.0,0.0,0.0,1.087378640776699,0.6666666666666666,0.0,1.6,1.0714285714285714,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,92.0,0.0,2.0,50.0,14.0,38.0,0.0,0.0,0.0,0.0,0.0,112.0,4.0,0.0,8.0,30.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eddie House,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8,0.8,0.8029197080291971,1.0909090909090908,3.0,0.0,0.0,1.3333333333333333,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,16.0,110.0,144.0,3.0,0.0,0.0,8.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eduardo Najera,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5555555555555556,1.0344827586206897,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,30.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ekpe Udoh,2.0,0.0,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.7333333333333333,0.25,0.6486486486486487,1.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,1.105263157894737,0.6666666666666666,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.8421052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,22.0,2.0,24.0,6.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,42.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elton Brand,2.0,0.0,2.0,0.0,0.0,1.9428571428571428,0.0,2.0,0.7738095238095238,0.8837209302325582,0.8391608391608392,0.8,0.0,0.0,0.0,0.0,1.0782608695652174,0.5,0.0,0.0,1.2,1.6923076923076923,1.565217391304348,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.3142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0,0.0,68.0,0.0,4.0,130.0,152.0,240.0,16.0,0.0,0.0,0.0,0.0,124.0,4.0,0.0,0.0,54.0,44.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,42.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Emeka Okafor,2.0,2.0,0.0,0.0,0.0,1.7662337662337662,1.5,2.0,0.5217391304347826,0.5555555555555556,1.0,1.0,0.0,0.0,0.0,0.0,1.218543046357616,1.6666666666666667,0.0,1.0,0.8955223880597015,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,136.0,6.0,2.0,48.0,10.0,10.0,2.0,0.0,0.0,0.0,0.0,184.0,30.0,0.0,2.0,60.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Bledsoe,1.5064935064935066,1.1666666666666667,0.0,0.0,0.0,1.5,0.0,0.0,0.5294117647058824,0.7142857142857143,0.8837209302325582,0.611764705882353,0.8918918918918919,0.5,0.0,0.0,0.9411764705882353,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,2.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,14.0,0.0,0.0,0.0,12.0,0.0,0.0,36.0,10.0,38.0,52.0,66.0,3.0,0.0,0.0,64.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Gordon,1.7557251908396947,1.3333333333333333,0.0,0.0,0.0,1.4545454545454546,0.0,2.0,0.5806451612903226,0.6363636363636364,0.6792452830188679,0.765625,1.1666666666666667,0.21428571428571427,0.0,0.0,0.8181818181818182,0.6153846153846154,0.0,0.0,0.8,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.75,1.5,0.0,0.0,1.0909090909090908,0.0,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,230.0,36.0,0.0,0.0,0.0,16.0,0.0,2.0,72.0,28.0,36.0,98.0,294.0,3.0,0.0,0.0,90.0,8.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Maynor,1.4285714285714286,0.8571428571428571,2.0,0.0,0.0,0.0,0.0,2.0,0.7341772151898734,0.4666666666666667,0.7567567567567568,0.6,1.380952380952381,0.6000000000000001,0.5,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,1.3333333333333333,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,58.0,14.0,28.0,24.0,87.0,3.0,3.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Erick Dampier,0.0,0.0,0.0,0.0,0.0,1.826086956521739,0.0,2.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.037037037037037,1.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ersan Ilyasova,1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.3333333333333333,0.7368421052631579,0.868421052631579,1.024,0.8529411764705882,0.0,0.0,0.0,1.1578947368421053,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.9629629629629629,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,14.0,66.0,128.0,87.0,0.0,0.0,0.0,110.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Etan Thomas,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evan Turner,1.6129032258064515,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.47761194029850745,0.5,0.6614173228346457,0.7128712871287128,0.96,0.0,0.0,0.0,1.0491803278688525,0.0,0.0,0.0,1.3333333333333333,1.6,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.2,1.875,1.7142857142857142,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,6.0,0.0,0.0,0.0,16.0,0.0,0.0,32.0,24.0,84.0,72.0,24.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,30.0,12.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
