playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Drive_18-23 Long Jumper,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Post_47-94 Backcourt,PPS_Pullup_00-02 At Rim,PPS_Pullup_03-08 Near Rim,PPS_Pullup_09-12 Short Range,PPS_Pullup_13-17 Mid Range,PPS_Pullup_18-23 Long Jumper,PPS_Pullup_24-27 Three,PPS_Pullup_28-34 Deep,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,PPS_invalid_24-27 Three,PPS_invalid_28-34 Deep,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Drive_18-23 Long Jumper,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Post_47-94 Backcourt,Points_Pullup_00-02 At Rim,Points_Pullup_03-08 Near Rim,Points_Pullup_09-12 Short Range,Points_Pullup_13-17 Mid Range,Points_Pullup_18-23 Long Jumper,Points_Pullup_24-27 Three,Points_Pullup_28-34 Deep,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper,Points_invalid_24-27 Three,Points_invalid_28-34 Deep
Marcus Camby,0.8666666666666667,0.6666666666666666,0.0,0.0,0.0,1.849056603773585,0.0,0.0,0.7142857142857143,1.0285714285714285,0.7433628318584071,0.6711409395973155,0.8181818181818181,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9565217391304348,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,0.0,0.0,98.0,0.0,0.0,30.0,36.0,84.0,100.0,9.0,0.0,0.0,0.0,90.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Mario West,1.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.5,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marquis Daniels,1.6428571428571428,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.59375,0.509090909090909,0.7346938775510204,0.4,1.0327868852459017,0.0,0.0,0.0,1.1785714285714286,1.6,0.0,1.3333333333333333,0.9523809523809523,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,1.0,1.3333333333333333,0.0,0.0,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,46.0,14.0,0.0,0.0,0.0,12.0,4.0,2.0,38.0,28.0,36.0,34.0,63.0,0.0,0.0,0.0,132.0,8.0,0.0,12.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,12.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
Martell Webster,1.3076923076923077,2.0,0.0,0.0,0.0,1.7,2.0,0.0,0.5,0.7777777777777778,0.875,0.7306273062730627,1.2781065088757397,0.0,0.0,0.0,0.9019607843137255,0.0,0.0,1.4285714285714286,1.0,0.8571428571428571,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2.0,0.0,0.0,0.0,34.0,2.0,0.0,6.0,14.0,42.0,198.0,216.0,0.0,0.0,0.0,46.0,0.0,0.0,10.0,4.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marvin Williams,1.2444444444444445,1.0,0.0,0.0,0.0,1.7777777777777777,0.0,2.0,0.7540983606557377,0.3728813559322034,0.7792207792207793,0.9141104294478528,0.0,0.0,3.0,0.0,0.7933884297520661,2.0,2.0,1.1818181818181819,0.875,0.4,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,2.0,0.0,0.0,0.0,96.0,0.0,2.0,46.0,22.0,120.0,298.0,0.0,0.0,3.0,0.0,96.0,4.0,2.0,26.0,14.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Barnes,1.6774193548387097,2.0,0.0,0.0,0.0,1.8666666666666667,0.0,0.0,0.29411764705882354,0.2857142857142857,1.0,0.8235294117647058,0.7384615384615385,0.0,0.0,0.0,0.9565217391304348,0.8,0.0,1.4444444444444444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,2.0,0.0,0.0,0.0,28.0,0.0,0.0,10.0,2.0,20.0,70.0,96.0,0.0,0.0,0.0,66.0,4.0,0.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Bonner,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.8695652173913043,0.3333333333333333,0.7272727272727273,0.8,0.9801980198019802,0.0,0.0,0.0,1.3333333333333333,0.6666666666666666,0.0,1.1428571428571428,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,20.0,4.0,24.0,52.0,99.0,0.0,0.0,0.0,32.0,2.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Carroll,1.5833333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.9166666666666666,0.6865671641791045,0.9184549356223176,1.2119205298013245,1.0,0.0,0.0,0.6181818181818182,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,22.0,46.0,214.0,183.0,6.0,0.0,0.0,34.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Maurice Evans,1.5384615384615385,0.0,0.0,0.0,0.0,1.876923076923077,0.0,0.0,0.7,1.125,0.75,0.704225352112676,1.259259259259259,0.0,0.0,0.0,0.8256880733944955,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.103448275862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,14.0,18.0,36.0,100.0,102.0,0.0,0.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mehmet Okur,1.12,0.0,0.0,0.0,0.0,1.8823529411764706,0.0,0.0,0.851063829787234,0.8717948717948718,0.891566265060241,0.9693877551020408,1.1434426229508197,0.0,0.0,0.0,0.859375,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,2.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,40.0,34.0,74.0,190.0,279.0,0.0,0.0,0.0,110.0,0.0,2.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0
Melvin Ely,2.0,0.0,0.0,0.0,0.0,1.5714285714285714,0.0,0.0,0.5,0.5,0.7619047619047619,0.8,0.0,0.0,0.0,0.0,0.8235294117647058,0.0,0.0,0.9130434782608695,0.8421052631578947,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,8.0,4.0,16.0,4.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,42.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metta World Peace,1.5681818181818181,1.0,2.0,0.0,0.0,1.9090909090909092,0.0,0.0,0.5882352941176471,0.3870967741935484,0.6666666666666666,0.8403361344537815,1.152542372881356,1.0,0.0,0.0,0.9945945945945946,2.0,0.0,0.7692307692307693,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.7058823529411765,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,138.0,4.0,2.0,0.0,0.0,42.0,0.0,0.0,50.0,12.0,52.0,200.0,204.0,3.0,0.0,0.0,184.0,8.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0
Michael Redd,1.6111111111111112,2.0,0.0,0.0,0.0,1.0,0.0,1.3333333333333333,0.9135802469135802,0.8,0.7853403141361257,0.8431372549019608,1.024137931034483,0.6000000000000001,0.0,0.0,0.9812734082397003,1.0,1.0,1.6923076923076923,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,0.0,0.0,0.0,0.0,116.0,4.0,0.0,0.0,0.0,2.0,0.0,4.0,74.0,68.0,150.0,172.0,297.0,3.0,0.0,0.0,262.0,2.0,2.0,22.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0
Mickael Gelabale,2.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.5714285714285714,0.9090909090909091,0.88,0.6521739130434783,1.32,0.0,0.0,0.0,1.0909090909090908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,8.0,10.0,22.0,30.0,33.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Mickael Pietrus,1.391304347826087,2.0,0.0,0.0,0.0,1.7692307692307692,0.0,0.0,0.0,0.0,1.0769230769230769,0.735632183908046,0.9344262295081968,3.0,0.0,0.0,0.8571428571428571,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,14.0,128.0,57.0,3.0,0.0,0.0,42.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Bibby,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.75,0.8732394366197183,0.8472906403940886,1.0726256983240223,1.1818181818181817,0.0,0.0,0.8837209302325582,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,62.0,172.0,192.0,39.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Conley,1.4,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.27586206896551724,0.8461538461538461,0.7142857142857143,0.7714285714285715,0.9264705882352942,0.0,0.0,0.0,0.8,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,112.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,8.0,22.0,20.0,54.0,63.0,0.0,0.0,0.0,92.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
Mike Dunleavy,1.65,1.8823529411764706,0.0,0.0,0.0,1.6666666666666667,0.0,2.0,0.576271186440678,0.45161290322580644,0.7708333333333334,0.8340425531914893,1.2772277227722773,0.0,0.0,0.0,1.1191709844559585,0.8571428571428571,0.0,0.9090909090909091,1.8181818181818181,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.7272727272727273,1.6666666666666667,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,2.0,0.0,0.0,0.0,132.0,32.0,0.0,0.0,0.0,10.0,0.0,2.0,34.0,14.0,74.0,196.0,387.0,0.0,0.0,0.0,216.0,12.0,0.0,10.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,15.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0
Mike James,1.3636363636363635,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.35294117647058826,0.46153846153846156,0.6052631578947368,0.9452054794520548,0.0,0.0,0.0,0.6274509803921569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6.0,6.0,46.0,69.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0
Mike Miller,1.7307692307692308,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.32,0.7692307692307693,0.9230769230769231,0.8771929824561403,1.2580645161290323,1.44,0.0,0.0,1.0458715596330275,0.0,0.0,1.6,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,1.1818181818181819,1.7142857142857142,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,6.0,0.0,0.0,0.0,20.0,0.0,0.0,8.0,10.0,24.0,150.0,351.0,36.0,0.0,0.0,114.0,0.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,26.0,12.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mikki Moore,1.6666666666666667,0.0,0.0,0.0,0.0,1.8518518518518519,0.0,0.0,0.7027027027027027,0.2,1.0196078431372548,0.825,0.0,0.0,0.0,0.0,1.2110091743119267,0.0,1.3333333333333333,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,26.0,2.0,52.0,66.0,0.0,0.0,0.0,0.0,132.0,0.0,4.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mo Williams,1.2272727272727273,0.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0952380952380953,0.9565217391304348,1.0,0.9642857142857143,1.23121387283237,0.375,0.3333333333333333,0.0,0.987012987012987,0.0,0.0,0.8,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,46.0,44.0,188.0,216.0,213.0,3.0,3.0,0.0,152.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monta Ellis,1.6902654867256637,1.6363636363636365,0.0,0.0,0.0,1.8709677419354838,0.0,0.0,0.6451612903225806,0.6363636363636364,0.8842105263157894,0.8542372881355932,0.44999999999999996,0.0,0.0,0.0,0.8411214953271028,1.5,2.0,1.7142857142857142,2.0,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.25,1.5,0.0,0.0,1.6470588235294117,0.0,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,2.0,0.0,0.0,0.0,382.0,18.0,0.0,0.0,0.0,58.0,0.0,0.0,60.0,28.0,168.0,252.0,9.0,0.0,0.0,0.0,180.0,6.0,2.0,12.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,12.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,2.0,0.0,0.0,0.0
Morris Almond,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.3333333333333333,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate Robinson,1.5319148936170213,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6896551724137931,0.45161290322580644,0.7474747474747475,0.9545454545454546,0.9955156950672646,1.3333333333333333,0.75,0.0,0.5581395348837209,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,144.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,20.0,14.0,74.0,168.0,222.0,12.0,3.0,0.0,48.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0
Nazr Mohammed,2.0,0.0,0.0,0.0,0.0,1.6666666666666667,2.0,0.0,0.56,0.8235294117647058,0.8269230769230769,1.0,0.0,0.0,0.0,0.0,1.1523178807947019,0.0,0.0,0.9777777777777777,1.0666666666666667,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3142857142857143,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,60.0,4.0,0.0,28.0,42.0,86.0,28.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,44.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Nenad Krstic,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.15384615384615385,1.0,0.782608695652174,0.8155339805825242,0.0,0.0,0.0,0.0,1.0869565217391304,0.0,0.0,0.7096774193548387,0.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,8.0,54.0,84.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,22.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nene,1.3333333333333333,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.75,0.8,0.0,0.0,0.0,0.0,0.8695652173913043,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Collison,1.9047619047619047,0.0,0.0,0.0,0.0,1.7916666666666667,0.0,2.0,0.4897959183673469,0.8,0.5476190476190477,0.7903225806451613,0.0,0.0,0.0,0.0,1.0466321243523315,1.3333333333333333,2.0,1.1219512195121952,1.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.302325581395349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,86.0,0.0,2.0,24.0,12.0,46.0,98.0,0.0,0.0,0.0,0.0,202.0,4.0,6.0,46.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
