playername,PPS_Cut_00-02 At Rim,PPS_Cut_03-08 Near Rim,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Drive_18-23 Long Jumper,PPS_Drive_24-27 Three,PPS_Drive_28-34 Deep,PPS_Drive_35-46 Near Half,PPS_Drive_47-94 Backcourt,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_47-94 Backcourt,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_47-94 Backcourt,PPS_Pullup_00-02 At Rim,PPS_Pullup_03-08 Near Rim,PPS_Pullup_09-12 Short Range,PPS_Pullup_13-17 Mid Range,PPS_Pullup_18-23 Long Jumper,PPS_Pullup_24-27 Three,PPS_Pullup_28-34 Deep,PPS_Pullup_35-46 Near Half,PPS_Pullup_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,Points_Cut_00-02 At Rim,Points_Cut_03-08 Near Rim,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Drive_18-23 Long Jumper,Points_Drive_24-27 Three,Points_Drive_28-34 Deep,Points_Drive_35-46 Near Half,Points_Drive_47-94 Backcourt,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_47-94 Backcourt,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_47-94 Backcourt,Points_Pullup_00-02 At Rim,Points_Pullup_03-08 Near Rim,Points_Pullup_09-12 Short Range,Points_Pullup_13-17 Mid Range,Points_Pullup_18-23 Long Jumper,Points_Pullup_24-27 Three,Points_Pullup_28-34 Deep,Points_Pullup_35-46 Near Half,Points_Pullup_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper
Kevin Durant,1.9534883720930232,2.0,1.7411764705882353,1.2380952380952381,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.853658536585366,0.0,2.0,0.7111111111111111,0.9090909090909091,0.7017543859649122,1.0126582278481013,0.9014778325123154,0.8571428571428571,0.0,0.0,1.1529411764705881,2.0,0.0,1.0,1.2380952380952381,1.0,1.4444444444444444,0.8,0.0,0.0,0.0,0.0,1.2,1.0,1.1363636363636365,1.5,1.9636363636363636,0.75,0.0,0.0,1.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,2.0,148.0,26.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,2.0,32.0,50.0,80.0,80.0,183.0,12.0,0.0,0.0,98.0,4.0,0.0,2.0,26.0,14.0,26.0,4.0,0.0,0.0,0.0,0.0,6.0,12.0,50.0,36.0,108.0,3.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Love,1.6521739130434783,0.0,1.5333333333333334,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5116279069767442,0.6956521739130435,0.8813559322033898,0.8701298701298701,1.0488721804511278,0.0,0.0,0.0,0.7848101265822784,0.8,0.0,0.0,1.0571428571428572,0.88,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,1.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,46.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,22.0,16.0,52.0,134.0,279.0,0.0,0.0,0.0,62.0,4.0,0.0,0.0,74.0,22.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Seraphin,1.3333333333333333,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,1.0666666666666667,0.7692307692307693,0.8387096774193549,0.9565217391304348,0.0,0.0,0.0,0.0,1.4,1.0,0.0,1.3333333333333333,1.0952380952380953,1.3846153846153846,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,16.0,10.0,26.0,22.0,0.0,0.0,0.0,0.0,28.0,2.0,0.0,4.0,46.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevon Looney,1.5,0.0,1.4285714285714286,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.2,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khris Middleton,1.7142857142857142,0.0,1.5714285714285714,1.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5833333333333334,0.5333333333333333,0.75,0.8260869565217391,1.3076923076923077,1.5,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,1.0588235294117647,0.8888888888888888,0.9090909090909091,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.2727272727272727,0.5,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,12.0,0.0,22.0,12.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,8.0,36.0,38.0,102.0,3.0,0.0,0.0,16.0,0.0,0.0,0.0,18.0,8.0,10.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Klay Thompson,1.793103448275862,1.5,1.2666666666666666,1.6,0.8571428571428571,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5365853658536586,0.8076923076923077,0.7230769230769231,0.768595041322314,1.114503816793893,0.7058823529411764,0.0,0.0,1.0238095238095237,1.0,0.0,0.0,0.8888888888888888,1.1428571428571428,1.0833333333333333,1.4285714285714286,1.5,0.0,0.0,0.0,1.2,1.5555555555555556,1.1914893617021276,1.368421052631579,1.9367088607594938,1.3333333333333333,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,2.0,0.0,0.0,104.0,6.0,76.0,16.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,22.0,42.0,94.0,186.0,438.0,12.0,0.0,0.0,86.0,2.0,0.0,0.0,8.0,16.0,26.0,10.0,3.0,0.0,0.0,0.0,6.0,14.0,56.0,78.0,153.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Kosta Koufos,1.9333333333333333,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7647058823529411,0.0,0.0,0.5483870967741935,0.8275862068965517,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0769230769230769,1.1428571428571428,0.0,1.3333333333333333,1.2127659574468086,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2592592592592593,2.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,34.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,56.0,16.0,0.0,8.0,114.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Kris Dunn,1.3333333333333333,0.0,1.0625,0.8,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5925925925925926,0.7142857142857143,0.42857142857142855,0.5588235294117647,0.8400000000000001,1.0,0.0,0.0,0.8666666666666667,1.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7142857142857143,1.375,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,34.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0,10.0,12.0,38.0,42.0,3.0,0.0,0.0,26.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,22.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kris Humphries,1.3333333333333333,0.0,1.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.3333333333333333,0.4444444444444444,0.7857142857142857,0.7857142857142857,1.0465116279069768,0.0,0.0,0.0,1.04,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,4.0,22.0,22.0,45.0,0.0,0.0,0.0,26.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kristaps Porzingis,2.0,2.0,1.6111111111111112,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8666666666666667,0.0,0.0,0.37142857142857144,0.8524590163934426,0.7741935483870968,0.7368421052631579,1.0869565217391304,0.0,0.0,0.0,1.0212765957446808,0.0,0.0,0.5,0.8,1.024390243902439,1.0666666666666667,0.5,0.0,0.0,0.0,0.0,1.0,1.1428571428571428,1.0588235294117647,1.3333333333333333,0.0,3.0,0.0,0.0,1.295774647887324,2.0,0.0,0.0,2.0,0.0,0.0,0.0,30.0,4.0,58.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,26.0,52.0,72.0,70.0,300.0,0.0,0.0,0.0,48.0,0.0,0.0,2.0,44.0,42.0,32.0,2.0,0.0,0.0,0.0,0.0,4.0,8.0,18.0,8.0,0.0,3.0,0.0,0.0,92.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Kyle Anderson,2.0,0.0,1.2,1.7777777777777777,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.3333333333333333,0.8571428571428571,0.3333333333333333,0.7083333333333334,1.5,0.0,0.0,0.0,1.1333333333333333,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,24.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,6.0,4.0,34.0,21.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Korver,1.8,0.0,0.5,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6666666666666666,1.1428571428571428,0.6666666666666666,0.9864864864864865,1.2876106194690267,1.25,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.2,1.2727272727272727,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,8.0,20.0,146.0,291.0,15.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,18.0,42.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Lowry,1.6,2.0,1.4363636363636363,0.96875,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8,0.6428571428571429,0.6785714285714286,1.1318681318681318,1.222222222222222,0.0,0.0,1.2203389830508475,0.8,0.0,0.0,0.7619047619047619,1.1111111111111112,1.0,1.3333333333333333,0.0,0.0,0.0,2.0,0.6666666666666666,0.8571428571428571,1.1428571428571428,0.5714285714285714,1.6320000000000001,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,158.0,62.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,16.0,18.0,38.0,309.0,33.0,0.0,0.0,72.0,4.0,0.0,0.0,16.0,10.0,12.0,4.0,0.0,0.0,0.0,2.0,4.0,6.0,8.0,8.0,204.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle OQuinn,2.0,0.0,1.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8571428571428572,0.0,0.0,0.9411764705882353,0.5555555555555556,1.044776119402985,0.647887323943662,0.2727272727272727,0.0,0.0,0.0,1.1775700934579438,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2972972972972974,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,32.0,10.0,70.0,46.0,3.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Singler,2.0,0.0,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.6666666666666666,0.35294117647058826,0.30000000000000004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,6.0,6.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Wiltjer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyrie Irving,1.75,0.0,1.2825112107623318,0.9454545454545454,0.8235294117647058,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.45161290322580644,0.875,0.7906976744186046,0.87248322147651,1.2115384615384617,1.0434782608695652,0.0,0.0,0.9043478260869565,0.5,0.0,0.0,1.1111111111111112,1.2,0.7368421052631579,1.0,0.0,0.0,0.0,0.0,0.8571428571428571,1.25,1.1176470588235294,1.2195121951219512,1.6071428571428572,0.0,3.0,0.0,1.3846153846153846,0.0,0.0,0.0,0.0,0.5,0.0,0.0,42.0,0.0,286.0,52.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,28.0,56.0,102.0,130.0,378.0,24.0,0.0,0.0,104.0,2.0,0.0,0.0,10.0,18.0,14.0,2.0,0.0,0.0,0.0,0.0,12.0,20.0,76.0,50.0,45.0,0.0,3.0,0.0,18.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
LaMarcus Aldridge,1.6923076923076923,0.0,1.5384615384615385,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.7333333333333334,0.0,2.0,0.509090909090909,0.7586206896551724,0.75,0.8852459016393442,1.2000000000000002,0.0,0.0,0.0,1.2,1.2,0.0,1.4285714285714286,0.9791666666666666,0.8852459016393442,0.9056603773584906,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.75,0.0,0.0,0.0,0.0,1.3734939759036144,1.6,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,40.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,2.0,28.0,22.0,144.0,216.0,42.0,0.0,0.0,0.0,90.0,6.0,0.0,10.0,94.0,54.0,48.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,6.0,0.0,0.0,0.0,0.0,114.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Lamar Patterson,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lance Stephenson,2.0,0.0,1.8333333333333333,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.46153846153846156,0.7058823529411765,0.8333333333333334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.25,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,22.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,6.0,12.0,15.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lance Thomas,1.0,0.0,1.3333333333333333,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.5555555555555556,0.3333333333333333,0.625,0.8157894736842105,1.2244897959183674,0.0,0.0,0.0,0.5,0.0,0.0,0.6666666666666666,0.9090909090909091,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,10.0,2.0,10.0,62.0,60.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Langston Galloway,2.0,0.0,1.4,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.4,0.7894736842105263,0.49504950495049505,1.250965250965251,0.25,0.0,0.0,0.8823529411764706,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.1428571428571428,1.2000000000000002,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,14.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,30.0,50.0,324.0,3.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,24.0,6.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Larry Nance Jr.,2.0,0.0,0.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.1333333333333333,0.7368421052631579,0.7659574468085106,0.7058823529411765,1.125,0.0,0.0,0.0,0.9444444444444444,2.0,0.0,0.0,0.9090909090909091,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,34.0,14.0,36.0,36.0,27.0,0.0,0.0,0.0,34.0,2.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Larry Sanders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lavoy Allen,1.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.5714285714285714,0.5,0.7441860465116279,0.0,0.0,0.0,0.0,0.9565217391304348,1.2,0.0,2.0,0.6666666666666666,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,20.0,4.0,6.0,32.0,0.0,0.0,0.0,0.0,22.0,6.0,0.0,2.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LeBron James,1.84375,2.0,1.6147540983606556,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.9615384615384615,0.0,2.0,0.3111111111111111,0.8,0.7368421052631579,0.6909090909090909,1.0316205533596838,1.064516129032258,0.0,0.0,1.2325581395348837,2.0,0.0,2.0,0.9473684210526315,0.7142857142857143,0.7916666666666666,1.0,3.0,0.0,0.0,0.0,2.0,1.3333333333333333,1.0,0.7272727272727273,1.7999999999999998,0.0,0.0,0.0,1.5918367346938775,2.0,0.0,0.0,2.0,2.0,0.0,0.0,118.0,2.0,394.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,2.0,14.0,24.0,56.0,76.0,261.0,33.0,0.0,0.0,212.0,8.0,0.0,2.0,36.0,20.0,38.0,2.0,3.0,0.0,0.0,0.0,2.0,4.0,8.0,8.0,36.0,0.0,0.0,0.0,78.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0
Leandro Barbosa,2.0,0.0,1.3015873015873016,1.0666666666666667,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.6666666666666666,0.6666666666666666,0.5405405405405406,1.125,0.0,0.0,0.0,1.018181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9523809523809523,1.3333333333333333,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,82.0,16.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,40.0,72.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,32.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
