playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_18-23 Long Jumper,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_09-12 Short Range,PPS_Layup_13-17 Mid Range,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_18-23 Long Jumper,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_18-23 Long Jumper,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_09-12 Short Range,Points_Layup_13-17 Mid Range,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_18-23 Long Jumper,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper
Chris Wilcox,1.3333333333333333,0.0,0.0,0.0,1.7,0.0,0.0,0.6923076923076923,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,1.2941176470588236,1.0,2.0,0.0,0.0,0.0,1.5789473684210527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,34.0,0.0,0.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,22.0,6.0,2.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Laettner,1.75,2.0,0.0,0.0,2.0,0.0,0.0,0.3333333333333333,0.375,0.9941520467836257,0.9411764705882353,0.6000000000000001,0.0,0.0,0.0,1.2747252747252746,2.0,0.0,0.0,0.0,0.8,1.3333333333333333,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,0.0,0.0,10.0,0.0,0.0,12.0,6.0,170.0,128.0,6.0,0.0,0.0,0.0,116.0,2.0,0.0,0.0,0.0,4.0,8.0,4.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chucky Atkins,1.565217391304348,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.5,0.6818181818181818,0.7230769230769231,1.111764705882353,0.75,0.0,0.0,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,30.0,94.0,189.0,3.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Clar. Weatherspoon,1.8461538461538463,0.0,0.0,0.0,1.6595744680851063,0.0,0.0,0.52,0.7058823529411765,0.75,1.0,0.0,0.0,0.0,0.0,0.7883211678832117,0.0,0.0,0.0,2.0,1.25,2.0,1.3333333333333333,0.0,0.0,0.0,0.7428571428571429,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,78.0,0.0,0.0,26.0,24.0,48.0,18.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,2.0,10.0,2.0,4.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Clifford Robinson,1.6774193548387097,2.0,0.0,0.0,2.0,0.0,2.0,0.7294117647058823,0.6470588235294118,0.6951871657754011,0.5982905982905983,1.0506912442396312,0.5,0.0,3.0,0.8602150537634409,1.0,0.0,0.0,0.0,1.1325301204819278,1.3333333333333333,1.5,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,52.0,2.0,0.0,0.0,16.0,0.0,2.0,62.0,44.0,130.0,70.0,228.0,3.0,0.0,3.0,80.0,2.0,0.0,0.0,0.0,94.0,20.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Corey Maggette,1.575,1.0,0.0,0.0,1.8974358974358974,0.0,0.0,0.37209302325581395,0.5882352941176471,0.6233766233766234,0.6893203883495146,1.0945945945945945,2.0,0.0,0.0,0.9137931034482759,2.0,0.0,0.0,0.0,1.4285714285714286,0.6666666666666666,1.3333333333333333,0.0,0.0,0.0,1.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,2.0,0.0,0.0,74.0,0.0,0.0,16.0,10.0,48.0,142.0,162.0,6.0,0.0,0.0,106.0,2.0,0.0,0.0,0.0,10.0,2.0,4.0,0.0,0.0,0.0,30.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Corie Blount,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4444444444444444,0.6,0.9411764705882353,1.3846153846153846,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,2.0,0.0,2.0,1.3333333333333333,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,6.0,48.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corliss Williamson,1.631578947368421,0.0,0.0,2.0,1.8823529411764706,0.0,2.0,0.6612903225806451,0.48936170212765956,0.5423728813559322,0.47058823529411764,0.0,0.0,0.0,0.0,1.0530973451327434,1.1428571428571428,0.0,0.0,2.0,1.1914893617021276,1.4,1.6,0.0,0.0,0.0,1.0526315789473684,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,62.0,0.0,0.0,2.0,32.0,0.0,2.0,82.0,46.0,64.0,16.0,0.0,0.0,0.0,0.0,238.0,8.0,0.0,0.0,4.0,112.0,28.0,8.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
Courtney Alexander,1.4666666666666666,0.0,0.0,0.0,2.0,0.0,0.0,0.5263157894736842,0.8484848484848485,0.6172839506172839,0.7768595041322314,0.6176470588235294,0.0,0.0,0.0,0.8421052631578947,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,18.0,0.0,0.0,10.0,28.0,100.0,94.0,21.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuttino Mobley,1.3333333333333333,0.0,0.0,0.0,2.0,0.0,0.0,0.6197183098591549,0.8571428571428571,0.8682170542635659,0.7714285714285715,0.9859154929577465,0.0,0.0,1.2000000000000002,0.9411764705882353,0.5,0.0,0.0,0.0,0.6666666666666666,1.0,0.5714285714285714,0.0,0.0,0.0,1.7391304347826086,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,32.0,0.0,0.0,44.0,48.0,112.0,216.0,210.0,0.0,0.0,6.0,112.0,2.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Dajuan Wagner,1.346938775510204,0.6666666666666666,0.0,0.0,1.6,2.0,0.4,0.7226890756302521,0.6363636363636364,0.43478260869565216,0.7088607594936709,0.9285714285714286,2.0,1.0,0.0,0.6391752577319587,1.3333333333333333,0.0,0.0,0.0,0.3333333333333333,2.0,2.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,66.0,2.0,0.0,0.0,16.0,2.0,2.0,86.0,28.0,20.0,56.0,117.0,6.0,3.0,0.0,62.0,4.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
Dale Davis,1.5384615384615385,0.0,0.0,0.0,1.9,0.0,0.0,0.358974358974359,0.5777777777777777,1.0,0.0,0.0,0.0,0.0,0.0,1.150943396226415,0.0,0.0,0.0,0.0,1.0526315789473684,0.9166666666666666,0.6666666666666666,0.0,0.0,0.0,1.2333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,114.0,0.0,0.0,14.0,26.0,54.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,20.0,22.0,8.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dalibor Bagaric,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6666666666666666,0.4,2.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damon Stoudamire,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5909090909090909,0.72,0.56,0.7448275862068966,1.1927710843373494,0.0,0.0,0.0,1.032258064516129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,18.0,28.0,108.0,99.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damone Brown,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6666666666666666,0.4,0.6666666666666666,0.36363636363636365,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Dickau,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.5,0.7058823529411765,0.9565217391304348,1.0714285714285714,0.0,0.0,0.0,0.9166666666666666,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,12.0,44.0,45.0,0.0,0.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Gadzuric,2.0,0.0,0.0,0.0,1.9166666666666667,0.0,0.0,0.32,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6666666666666666,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,46.0,0.0,0.0,8.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Langhi,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6666666666666666,0.9180327868852459,0.8048780487804879,0.631578947368421,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,56.0,66.0,12.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Ferry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2857142857142857,0.7692307692307693,0.6153846153846154,1.0999999999999999,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,20.0,32.0,33.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Fortson,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.75,0.5,0.0,0.0,0.0,0.0,1.2307692307692308,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darius Miles,1.4594594594594594,1.0,0.0,0.0,1.8620689655172413,2.0,0.0,0.4050632911392405,0.4166666666666667,0.5343511450381679,0.6835443037974683,0.0,0.0,0.0,0.0,0.8672566371681416,0.6666666666666666,0.0,0.0,2.0,0.6666666666666666,0.8571428571428571,1.1428571428571428,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,1.75,2.0,0.0,0.0,0.0,54.0,2.0,0.0,0.0,108.0,2.0,0.0,32.0,20.0,70.0,54.0,0.0,0.0,0.0,0.0,98.0,2.0,0.0,0.0,2.0,10.0,6.0,8.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0
Darrell Armstrong,1.4,0.0,0.0,0.0,2.0,0.0,0.0,0.5555555555555556,0.9411764705882353,0.8095238095238095,0.8172043010752689,1.0196078431372548,0.0,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,16.0,102.0,152.0,156.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darvin Ham,1.5,0.0,0.0,0.0,1.8,0.0,0.0,0.13333333333333333,0.5,0.7058823529411765,0.6666666666666666,0.0,0.0,0.0,0.0,0.6792452830188679,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,54.0,0.0,0.0,2.0,2.0,24.0,6.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Robinson,1.5555555555555556,2.0,0.0,0.0,1.7857142857142858,0.0,0.0,0.47058823529411764,0.7741935483870968,0.5897435897435898,0.2857142857142857,0.0,0.0,0.0,0.0,0.991304347826087,0.4,0.0,0.0,1.0,0.782608695652174,1.0,0.0,0.0,0.0,0.0,0.9433962264150944,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,100.0,0.0,0.0,16.0,24.0,46.0,2.0,0.0,0.0,0.0,0.0,114.0,2.0,0.0,0.0,2.0,18.0,2.0,0.0,0.0,0.0,0.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Wesley,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6666666666666666,0.75,0.8628318584070797,1.2371134020618557,0.0,0.0,0.0,0.9672131147540983,2.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,14.0,126.0,390.0,240.0,0.0,0.0,0.0,118.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeSagana Diop,1.5,0.0,0.0,0.0,1.5555555555555556,0.0,0.0,0.35294117647058826,0.3333333333333333,0.6923076923076923,0.6153846153846154,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.6666666666666666,0.7272727272727273,1.1428571428571428,0.4,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,14.0,0.0,0.0,6.0,6.0,18.0,8.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,4.0,8.0,8.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
DeShawn Stevenson,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.3076923076923077,0.4444444444444444,0.8,0.7920792079207921,1.0,0.0,0.0,0.0,0.46511627906976744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,26.0,0.0,0.0,4.0,4.0,56.0,80.0,6.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dean Oliver,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.4,0.75,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Anderson,1.16,0.0,0.0,0.0,2.0,0.0,1.3333333333333333,0.972972972972973,0.5714285714285714,0.6601941747572816,0.7868852459016393,1.0340425531914894,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,1.6,1.0,0.0,0.0,1.2941176470588236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,36.0,0.0,4.0,36.0,16.0,68.0,192.0,243.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,4.0,4.0,16.0,2.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Fisher,1.4545454545454546,1.0,0.0,0.0,1.0,0.0,0.0,0.9166666666666666,0.8666666666666667,0.7973856209150327,0.9085545722713865,1.1596638655462186,0.0,0.0,0.0,0.6415094339622641,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,2.0,0.0,0.0,2.0,0.0,0.0,22.0,26.0,122.0,308.0,138.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derrick Coleman,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5423728813559322,0.509090909090909,0.75,0.8333333333333334,0.96,0.0,0.0,0.0,0.9565217391304348,2.0,0.0,0.0,0.0,1.4545454545454546,1.5555555555555556,1.3333333333333333,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,54.0,0.0,0.0,32.0,28.0,54.0,40.0,48.0,0.0,0.0,0.0,132.0,2.0,0.0,0.0,0.0,16.0,14.0,4.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
Desmond Mason,1.6923076923076923,2.0,0.0,0.0,1.6097560975609757,0.0,2.0,0.4358974358974359,0.7142857142857143,0.7738095238095238,0.8647214854111406,0.8888888888888888,0.0,0.0,0.0,0.959349593495935,0.5,0.0,0.0,0.0,1.5294117647058822,1.2,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,88.0,2.0,0.0,0.0,66.0,0.0,4.0,34.0,40.0,130.0,326.0,48.0,0.0,0.0,0.0,118.0,2.0,0.0,0.0,0.0,26.0,6.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
Devean George,1.6842105263157894,2.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.4375,0.8888888888888888,0.6301369863013698,0.672,1.1333333333333333,1.5,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0,0.0,40.0,0.0,0.0,14.0,16.0,46.0,84.0,102.0,6.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devin Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.42857142857142855,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dikembe Mutombo,1.2,0.0,0.0,0.0,1.8461538461538463,0.0,0.0,0.6666666666666666,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.5,0.6923076923076923,0.8571428571428571,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,24.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2.0,18.0,12.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dion Glover,1.5714285714285714,0.0,0.0,0.0,2.0,0.0,0.0,0.47058823529411764,0.8181818181818182,0.6842105263157895,1.018181818181818,0.959016393442623,0.0,0.0,0.0,0.8045977011494253,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,28.0,0.0,0.0,16.0,18.0,78.0,112.0,117.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Dirk Nowitzki,1.5806451612903225,0.0,0.0,0.0,1.9333333333333333,0.0,1.0,0.5789473684210527,0.9380530973451328,0.9183098591549296,0.8192771084337349,1.1261829652996846,0.0,0.0,0.0,1.152,0.0,0.0,0.0,2.0,1.0909090909090908,1.2222222222222223,1.0588235294117647,0.0,0.0,0.0,1.6363636363636365,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,58.0,0.0,2.0,44.0,106.0,326.0,272.0,357.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,2.0,12.0,22.0,18.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Don Reid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
