playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Drive_18-23 Long Jumper,PPS_Drive_24-27 Three,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Pullup_00-02 At Rim,PPS_Pullup_03-08 Near Rim,PPS_Pullup_09-12 Short Range,PPS_Pullup_13-17 Mid Range,PPS_Pullup_18-23 Long Jumper,PPS_Pullup_24-27 Three,PPS_Pullup_28-34 Deep,PPS_Pullup_35-46 Near Half,PPS_Pullup_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,PPS_invalid_24-27 Three,PPS_invalid_28-34 Deep,PPS_invalid_35-46 Near Half,PPS_invalid_47-94 Backcourt,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Drive_18-23 Long Jumper,Points_Drive_24-27 Three,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Pullup_00-02 At Rim,Points_Pullup_03-08 Near Rim,Points_Pullup_09-12 Short Range,Points_Pullup_13-17 Mid Range,Points_Pullup_18-23 Long Jumper,Points_Pullup_24-27 Three,Points_Pullup_28-34 Deep,Points_Pullup_35-46 Near Half,Points_Pullup_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper,Points_invalid_24-27 Three,Points_invalid_28-34 Deep,Points_invalid_35-46 Near Half,Points_invalid_47-94 Backcourt
Nazr Mohammed,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.3076923076923077,0.6956521739130435,0.6111111111111112,0.4444444444444444,0.0,0.0,0.0,0.0,0.8205128205128205,2.0,0.0,0.18181818181818182,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,16.0,22.0,4.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nene,1.7714285714285714,0.8,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.29508196721311475,0.7096774193548387,0.5147058823529411,0.7906976744186046,0.0,0.0,0.0,0.0,1.1688311688311688,1.0,1.3333333333333333,1.1538461538461537,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,4.0,0.0,0.0,0.0,0.0,70.0,4.0,0.0,18.0,22.0,70.0,34.0,0.0,0.0,0.0,0.0,180.0,6.0,4.0,60.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Collison,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,1.7894736842105263,0.0,0.0,0.9230769230769231,0.75,1.0769230769230769,0.76,0.0,0.0,0.0,0.0,1.275,0.0,2.0,1.4444444444444444,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2258064516129032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,24.0,6.0,28.0,38.0,0.0,0.0,0.0,0.0,102.0,0.0,4.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Young,1.76,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6086956521739131,0.7,0.7450980392156863,0.4888888888888889,1.2413793103448276,0.0,0.0,0.0,0.8387096774193549,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,2.0,1.7142857142857142,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,14.0,76.0,66.0,180.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,36.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolas Batum,1.2982456140350878,0.4,0.0,0.0,0.0,0.0,1.7037037037037037,0.0,0.0,0.625,0.6666666666666666,0.6956521739130435,0.7272727272727273,1.0803858520900322,0.0,0.0,0.0,0.9565217391304348,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.2,2.0999999999999996,0.0,0.0,0.0,1.4285714285714286,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,2.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,10.0,6.0,32.0,160.0,336.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,21.0,0.0,0.0,0.0,60.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikola Pekovic,2.0,1.0,0.0,0.0,0.0,0.0,1.8285714285714285,2.0,2.0,0.4642857142857143,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.232258064516129,1.1764705882352942,1.5,0.7874015748031497,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3043478260869565,1.3333333333333333,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,64.0,2.0,2.0,52.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,382.0,20.0,6.0,100.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikola Vucevic,1.2727272727272727,0.5,0.0,0.0,0.0,0.0,1.6610169491525424,2.0,2.0,0.7796610169491526,0.8108108108108109,0.8387096774193549,0.8547008547008547,0.0,0.0,0.0,0.0,1.1812080536912752,1.2,0.6666666666666666,1.02,0.9333333333333333,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2388059701492538,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,4.0,0.0,0.0,0.0,0.0,98.0,2.0,4.0,46.0,30.0,130.0,100.0,0.0,0.0,0.0,0.0,176.0,6.0,8.0,102.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nolan Smith,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7058823529411765,0.5,0.2857142857142857,0.6363636363636364,0.3333333333333333,0.0,0.0,0.0,1.3333333333333333,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,4.0,14.0,6.0,0.0,0.0,0.0,12.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Norris Cole,1.119047619047619,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.42857142857142855,0.42857142857142855,0.918918918918919,0.717948717948718,1.1111111111111112,0.0,3.0,0.0,0.967741935483871,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,12.0,6.0,34.0,84.0,60.0,0.0,3.0,0.0,60.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O.J. Mayo,1.2844036697247707,1.103448275862069,0.8888888888888888,0.0,2.0,0.0,2.0,0.0,2.0,0.75,0.9090909090909091,0.7090909090909091,0.8038277511961722,1.1978417266187051,1.2000000000000002,0.0,0.0,0.8571428571428571,1.0,0.0,1.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8571428571428571,1.037037037037037,1.0666666666666667,3.0,3.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,1.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,140.0,32.0,8.0,0.0,2.0,0.0,32.0,0.0,2.0,36.0,40.0,78.0,168.0,333.0,6.0,0.0,0.0,54.0,2.0,0.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,28.0,32.0,6.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
Omer Asik,1.5238095238095237,0.0,0.0,0.0,0.0,0.0,1.901639344262295,2.0,0.0,0.32727272727272727,0.8,0.8571428571428571,0.8,0.0,0.0,0.0,0.0,0.8968253968253969,0.5714285714285714,0.6666666666666666,0.6857142857142857,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1162790697674418,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,232.0,4.0,0.0,18.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,226.0,8.0,2.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,96.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Omri Casspi,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.7142857142857143,0.5,1.5,0.9166666666666666,0.984375,0.0,0.0,0.0,0.72,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,2.0,12.0,22.0,63.0,0.0,0.0,0.0,18.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orlando Johnson,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.5714285714285714,0.5714285714285714,0.0,0.7058823529411765,1.2000000000000002,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,24.0,84.0,3.0,0.0,0.0,30.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJ Tucker,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.46153846153846156,0.6666666666666666,0.6896551724137931,0.6304347826086957,1.2272727272727273,1.5,0.0,0.0,1.2105263157894737,2.0,2.0,0.6666666666666666,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,4.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,18.0,6.0,20.0,58.0,27.0,3.0,0.0,0.0,184.0,10.0,4.0,12.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pablo Prigioni,1.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.8,0.6666666666666666,0.8888888888888888,1.222222222222222,0.75,0.0,0.0,1.263157894736842,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,24.0,132.0,3.0,0.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick Beverley,1.375,1.2,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.8333333333333334,0.5,0.2222222222222222,0.8947368421052632,0.9523809523809523,0.0,0.0,0.0,1.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,20.0,2.0,2.0,34.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick Patterson,2.0,2.0,0.0,0.0,0.0,0.0,1.8888888888888888,2.0,0.0,0.6551724137931034,0.8571428571428571,1.0786516853932584,0.8876404494382022,0.9069767441860465,0.0,0.0,0.0,1.1612903225806452,0.0,2.0,1.2173913043478262,0.7272727272727273,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5862068965517242,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,68.0,2.0,0.0,38.0,42.0,96.0,158.0,39.0,0.0,0.0,0.0,72.0,0.0,2.0,56.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,46.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patty Mills,1.411764705882353,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6666666666666666,1.0,0.8717948717948718,1.0985915492957747,0.0,0.0,0.0,1.2666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,18.0,68.0,78.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pau Gasol,1.6666666666666667,2.0,0.0,0.0,0.0,0.0,1.9130434782608696,2.0,2.0,0.5185185185185185,0.8,0.9010989010989011,0.711864406779661,0.8999999999999999,0.0,0.0,0.0,1.186046511627907,0.0,1.4285714285714286,0.95,0.6666666666666666,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.125,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,44.0,2.0,2.0,28.0,20.0,82.0,84.0,18.0,0.0,0.0,0.0,102.0,0.0,10.0,76.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,36.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul George,1.7358490566037736,0.6,0.0,2.0,0.0,0.0,1.849056603773585,2.0,1.0,0.375,0.6086956521739131,0.7027027027027027,0.7326732673267327,1.0778443113772456,0.4,0.0,0.0,0.9066666666666666,1.0,0.0,0.5714285714285714,1.25,1.5555555555555556,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0769230769230769,1.0,1.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,6.0,0.0,2.0,0.0,0.0,98.0,6.0,2.0,24.0,28.0,104.0,148.0,360.0,6.0,0.0,0.0,136.0,4.0,0.0,4.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,14.0,10.0,6.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Millsap,1.5636363636363637,1.75,2.0,0.0,0.0,0.0,1.6470588235294117,0.0,1.5,0.6193548387096774,0.9090909090909091,0.7972027972027972,0.8070175438596491,0.6923076923076923,0.0,0.0,0.0,1.2365591397849462,1.1111111111111112,1.3333333333333333,0.9166666666666666,0.6666666666666666,0.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4814814814814814,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,14.0,2.0,0.0,0.0,0.0,56.0,0.0,6.0,96.0,50.0,114.0,92.0,18.0,0.0,0.0,0.0,230.0,10.0,4.0,22.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Pierce,1.6041666666666667,1.0,0.0,0.0,0.0,0.0,1.6363636363636365,0.0,2.0,0.4642857142857143,0.7843137254901961,0.7654320987654321,0.6341463414634146,1.1700879765395893,1.0,0.0,0.0,0.8805970149253731,0.0,0.0,0.5,0.8571428571428571,1.0833333333333333,0.8,0.0,0.0,0.0,0.0,1.0,2.0,1.4782608695652173,1.7142857142857142,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,6.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,26.0,40.0,124.0,78.0,399.0,6.0,0.0,0.0,118.0,0.0,0.0,4.0,12.0,26.0,4.0,0.0,0.0,0.0,0.0,2.0,10.0,34.0,12.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Perry Jones III,2.0,0.0,0.0,0.0,0.0,0.0,1.6923076923076923,0.0,0.0,0.18181818181818182,1.3333333333333333,0.45161290322580644,0.7058823529411765,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,2.0,4.0,14.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quentin Richardson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quincy Acy,2.0,0.0,0.0,0.0,0.0,0.0,1.8461538461538463,2.0,0.0,0.6666666666666666,2.0,0.6666666666666666,0.8235294117647058,1.5,0.0,0.0,0.0,0.7619047619047619,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,2.0,2.0,4.0,14.0,3.0,0.0,0.0,0.0,16.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quincy Miller,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quincy Pondexter,1.0,2.0,0.0,0.0,0.0,0.0,1.6842105263157894,0.0,0.0,0.6666666666666666,0.5,0.46153846153846156,0.7954545454545454,1.2253521126760565,0.0,0.0,0.0,0.8717948717948718,2.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,14.0,2.0,6.0,70.0,87.0,0.0,0.0,0.0,34.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
